eventID,targetUserName,serviceName,ticketEncryptionType,ticketOptions,preAuthType,status,ipAddress,agent.name,timestamp,label
4769,user1@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:27:29.827",0
4769,user1@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:27:29.855",0
4624,user1, , , , , ,::1,win-client,"Apr 27, 2026 @ 20:27:30.766",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:27:31.655",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:27:25.429",0
4624,user1, , , , , ,::1,win-client,"Apr 27, 2026 @ 20:27:27.384",0
4769,user3@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:26:13.732",0
4769,user6@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:27:48.498",0
4625,user6, , , , ,0xc000006d,::1,win-client,"Apr 27, 2026 @ 20:27:52.649",0
4769,user6@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:27:52.652",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:17:48.346",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:17:48.348",0
4769,WINDOWSCLIENT$@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:17:48.377",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:17:49.423",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:17:49.442",0
4624,WINDOWSCLIENT$, , , , , ,::1,win-client,"Apr 27, 2026 @ 19:17:49.536",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:25:42.440",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:22:47.662",0
4769,user2@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:25:58.862",0
4769,Administrator@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:28:04.876",0
4769,Administrator@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:28:04.877",0
4624,Administrator, , , , , ,::1,win-client,"Apr 27, 2026 @ 19:28:04.909",0
4624,WINDOWSCLIENT$, , , , , ,::1,win-client,"Apr 27, 2026 @ 17:48:29.525",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 17:48:30.687",0
4768,WINDOWSCLIENT$,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 17:48:31.686",0
4769,Administrator@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 18:09:14.544",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 18:23:08.121",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 18:23:08.121",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 18:21:08.756",0
4624,user1, , , , , ,127.0.0.1,win-client,"Apr 27, 2026 @ 18:21:11.187",0
4624,user1, , , , , , ,win-client,"Apr 27, 2026 @ 17:44:42.314",0
4769,user1@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 17:44:42.474",0
4770,user1@LAB.LOCAL,krbtgt,0x12,0x10002, , ,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 17:46:13.460",0
4768,DC193$,krbtgt,0x12,0x40810010,2,0x0,::1,win-server,"Apr 27, 2026 @ 19:33:03.840",0
4769,DC193$@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:33:03.883",0
4769,DC193$@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:33:03.915",0
4769,DC193$@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:33:03.945",0
4769,ADMIN@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:34:20.402",0
4769,Administrator@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:40:40.691",0
4769,WINDOWSCLIENT$@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:44:48.043",0
4768,WINDOWSCLIENT$,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:45:12.310",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:46:56.631",0
4769,WINDOWSCLIENT$@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:47:02.733",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:47:02.747",0
4769,WINDOWSCLIENT$@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:47:02.748",0
4769,user1@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:48:13.311",0
4769,DC193$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:48:04.593",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:48:46.344",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:56:17.042",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:47.620",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:47.651",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:47.725",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:48.913",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:50.116",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:50.147",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:51.338",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:51.369",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:52.509",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:52.510",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:52.522",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:53.821",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:53.850",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:54.916",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:54.917",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:56.118",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:56.163",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:01.105",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:01.131",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:01.164",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:02.320",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:02.321",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:02.335",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:03.570",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:03.600",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:04.788",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:05.931",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:07.133",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:07.135",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:07.148",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:07.178",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:07.194",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:08.385",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:08.385",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:08.413",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:09.569",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:10.838",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:10.844",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:10.850",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:10.882",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:12.022",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:12.054",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:12.070",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:13.226",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:13.257",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:57.276",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:58.430",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:58.431",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:58.444",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:59.883",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:59.897",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:59.913",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:18.055",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:19.304",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:20.493",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:21.681",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:21.694",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:58:57.104",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:58:57.117",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:58:57.132",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:14.554",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:15.663",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:16.882",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:15.913",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:27.678",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:28.756",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:31.321",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:31.323",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:31.334",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:31.350",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:31.371",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:32.539",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:32.540",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:22.915",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:22.930",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:24.100",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:25.243",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:25.319",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:26.365",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:26.381",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:26.397",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:26.413",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:37.616",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:37.631",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:38.806",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:38.835",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:38.852",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:40.085",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:40.101",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:41.258",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:41.335",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:02:01.824",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:43.710",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:44.944",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:46.132",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:46.147",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:47.444",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:35.084",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:36.242",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:36.272",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:02:26.162",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:13:49.250",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:18:35.601",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:18:27.143",0
4624,user3, , , , , ,::1,win-client,"Apr 27, 2026 @ 20:21:03.967",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:11.914",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:35.839",0
4768,WINDOWSCLIENT$,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:35.884",0
4769,WINDOWSCLIENT$@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:35.902",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:37.308",0
4768,WINDOWSCLIENT$,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:44.029",0
4769,WINDOWSCLIENT$@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:44.033",0
4769,user3@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:44.072",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:34.463",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:35.886",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:37.202",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:37.213",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:37.260",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:38.713",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:38.730",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:39.982",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:40.010",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:40.026",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:41.438",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:41.466",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:42.731",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:42.760",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:49.560",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:49.619",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:50.906",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:52.183",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:52.213",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:53.498",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:53.510",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:29.135",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:30.448",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:30.494",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:31.792",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:33.213",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:21.431",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:22.683",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:22.697",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:22.714",0
